Call:,,,,
lm(formula = log(topMotifSum) ~ Length),,,,
Residuals:,,,,
Min,1Q,Median,3Q,Max
O43155,660,3,0.657664487,
O43156,1089,3,0.465219228,
O43159,456,1,-0.349435371,
O43187,625,2,0.267900041,
O43196,834,2,0.174144659,
O43236,478,1,-0.359304359,
O43237,492,1,-0.365584624,
O43283,966,3,0.520395841,
O43295,1099,7,1.308031185,
O43299,807,2,0.186256598,
O43303,1012,2,0.094295577,
O43306,1168,4,0.717462664,
O43312,755,1,-0.483563885,
O43318,606,1,-0.416723923,
O43353,540,1,-0.38711696,
O43361,778,1,-0.493881463,
O43374,803,2,0.188050959,
O43395,683,5,1.158172533,
O43396,289,2,0.418626397,
O43422,761,2,0.206891754,
O43426,1573,4,0.535783573,
O43432,1585,7,1.090016277,
O43491,1005,3,0.502900817,
O43520,1251,1,-0.706064696,
O43525,872,2,0.157098225,
O43526,872,2,0.157098225,
O43548,720,1,-0.467863223,
O43566,566,2,0.294366871,
O43567,381,1,-0.315791095,
O43581,403,1,-0.325660083,
O43592,962,2,0.116725094,
O43593,1189,3,0.420360194,
O43633,222,2,0.44868195,
O43663,620,2,0.270142993,
O43683,1085,2,0.061548482,
O43707,911,1,-0.553543979,
O43739,400,1,-0.324314312,
O43766,372,1,-0.311753782,
O43795,1136,1,-0.654476807,
O43815,780,1,-0.494778643,
O43829,449,1,-0.346295239,
O43854,480,2,0.332945641,
O43896,1103,7,1.306236824,
O43897,1013,1,-0.599300194,
O43903,313,1,-0.285286952,
O43920,106,1,-0.19242875,
O43924,150,1,-0.212166725,
O43929,436,1,-0.340463564,
O60229,2985,17,1.349292988,
O60231,1041,3,0.486751565,
O60237,982,1,-0.585393893,
O60239,455,2,0.3441604,
O60241,1585,2,-0.162746691,
O60242,1522,1,-0.82763268,
O60244,1454,2,-0.103981356,
O60264,1052,5,0.992642695,
O60266,1144,3,0.440546759,
O60271,1321,5,0.871971892,
O60279,629,1,-0.427041501,
O60281,2723,4,0.019904675,
O60282,957,5,1.035258778,
O60284,1047,1,-0.614552266,
O60285,661,2,0.251750788,
O60287,2271,6,0.62813262,
O60290,1169,5,0.940157624,
O60292,1781,3,0.154794709,
O60293,1989,4,0.349169989,
O60296,914,1,-0.55488975,
O60299,673,1,-0.446779476,
O60306,1485,3,0.287577451,
O60307,1309,2,-0.038935756,
O60308,925,1,-0.559824243,
O60309,1634,3,0.22073749,
O60312,1499,1,-0.817315102,
O60313,960,2,0.117622275,
O60315,1214,1,-0.689466854,
O60318,1980,7,0.91282309,
O60330,932,2,0.130182805,
O60331,668,1,-0.444536525,
O60333,1816,6,0.832241227,
O60336,1514,2,-0.130896777,
O60343,1298,5,0.88228947,
O60347,775,2,0.200611489,
O60393,691,1,-0.454854103,
O60423,1300,1,-0.728045623,
O60437,1756,19,2.011836158,
O60443,496,1,-0.367378985,
O60469,2012,2,-0.354294769,
O60477,761,3,0.612356862,
O60486,1568,4,0.538026525,
O60488,711,1,-0.463825909,
O60502,916,5,1.053650982,
O60503,1353,2,-0.058673731,
O60508,579,1,-0.404611984,
O60513,344,1,-0.299193252,
O60518,1105,4,0.745723855,
O60522,2096,4,0.301170822,
O60524,1076,6,1.164198083,
O60566,1050,4,0.770396324,
O60568,738,1,-0.475937849,
O60602,858,1,-0.52976869,
O60603,784,3,0.602039284,
O60610,1272,2,-0.022337913,
O60645,756,2,0.209134706,
O60658,829,1,-0.51675957,
O60662,606,1,-0.416723923,
O60673,3130,5,0.060471956,
O60674,1132,3,0.445929844,
O60675,156,2,0.478288913,
O60701,494,1,-0.366481804,
O60706,1549,1,-0.839744619,
O60721,1099,2,0.055268217,
O60733,806,1,-0.506441992,
O60741,890,2,0.149023599,
O60763,962,2,0.116725094,
O60765,605,1,-0.416275333,
O60774,539,1,-0.38666837,
O60784,492,3,0.733027665,
O60809,474,2,0.335637183,
O60810,478,3,0.73930793,
O60811,474,2,0.335637183,
O60813,436,2,0.352683616,
O60832,514,1,-0.375453611,
O60840,1977,2,-0.338594107,
O60841,1220,1,-0.692158396,
O60858,407,1,-0.327454444,
O60861,476,3,0.740205111,
O60870,393,1,-0.321174179,
O60879,1101,3,0.459836144,
O60882,483,1,-0.361547311,
O60884,412,1,-0.329697396,
O60885,1362,1,-0.755858225,
O60890,802,1,-0.504647631,
O60902,331,1,-0.293361578,
O60941,627,2,0.26700286,
O60942,597,1,-0.41268661,
O75027,752,1,-0.482218114,
O75037,1637,7,1.066689579,
O75044,1071,8,1.454123108,
O75051,1894,6,0.79725118,
O75054,1194,3,0.418117242,
O75069,709,4,0.923365632,
O75071,495,3,0.731681894,
O75094,1523,3,0.270531018,
O75113,896,3,0.551797165,
O75116,1388,9,1.429703004,
O75122,1294,1,-0.725354081,
O75127,700,1,-0.458891416,
O75129,1339,1,-0.745540647,
O75140,1603,2,-0.170821318,
O75145,1194,6,1.111264423,
O75146,1068,8,1.455468879,
O75150,1001,13,1.971032248,
O75152,810,1,-0.508236354,
O75153,1309,1,-0.732082936,
O75155,1236,5,0.910102071,
O75161,1426,3,0.314044282,
O75164,1064,1,-0.622178302,
O75167,634,1,-0.429284453,
O75179,2603,4,0.073735517,
O75182,1162,2,0.027007025,
O75197,1615,3,0.229260706,
O75223,188,2,0.463934022,
O75330,724,6,1.322101885,
O75343,617,1,-0.421658417,
O75369,2602,5,0.297327659,
O75376,2440,4,0.146855743,
O75385,1050,4,0.770396324,
O75388,356,2,0.388570844,
O75400,957,1,-0.574179135,
O75417,2590,7,0.639182979,
O75443,2155,1,-1.111590369,
O75445,5202,7,-0.532535005,
O75462,422,1,-0.334183299,
O75473,907,1,-0.551749617,
O75477,346,1,-0.300090433,
O75509,655,1,-0.43870485,
O75529,589,1,-0.409097887,
O75533,1304,4,0.656454376,
O75592,4640,4,-0.840043018,
O75635,380,4,1.070951856,
O75643,2136,6,0.688692317,
O75665,1012,6,1.192907866,
O75674,476,2,0.334740002,
O75676,772,1,-0.491189921,
O75691,2785,10,0.908382806,
O75694,1391,2,-0.075720164,
O75717,1129,1,-0.651336674,
O75746,678,1,-0.449022428,
O75747,1445,2,-0.099944043,
O75762,1119,8,1.432590771,
O75781,387,1,-0.318482637,
O75794,336,1,-0.29560453,
O75800,440,2,0.350889255,
O75815,825,1,-0.514965209,
O75843,785,2,0.196125586,
O75845,299,2,0.414140494,
O75879,557,3,0.703869293,
O75881,506,1,-0.371864888,
O75899,941,1,-0.567001689,
O75909,580,2,0.288086606,
O75912,1065,4,0.763667469,
O75925,651,3,0.6617018,
O75928,621,3,0.67515951,
O75940,238,2,0.441504505,
O75955,427,1,-0.336426251,
O75962,3097,12,0.950744175,
O75969,853,4,0.858768623,
O75976,1380,1,-0.763932851,
O76003,335,1,-0.295155939,
O76011,436,2,0.352683616,
O76014,449,3,0.75231705,
O76015,456,3,0.749176917,
O76021,490,1,-0.364687443,
O76024,890,1,-0.544123581,
O76027,345,1,-0.299641843,
O76031,633,1,-0.428835862,
O76039,1030,3,0.491686059,
O76041,1014,2,0.093398396,
O76064,485,1,-0.362444491,
O76074,875,1,-0.537394726,
O76075,338,1,-0.29650171,
O94759,1503,5,0.790328449,
O94761,1208,2,0.006371869,
O94762,991,2,0.103715974,
O94766,335,2,0.397991241,
O94804,968,6,1.212645841,
O94808,682,4,0.935477572,
O94812,1187,5,0.932082998,
O94813,1529,2,-0.137625632,
O94822,1766,1,-0.937088725,
O94823,1461,4,0.586025692,
O94829,963,2,0.116276504,
O94832,1006,2,0.096987119,
O94844,696,1,-0.457097054,
O94851,1124,4,0.737200639,
O94855,1032,1,-0.607823411,
O94856,1347,3,0.349482919,
O94868,740,1,-0.476835029,
O94874,794,2,0.192088272,
O94875,1100,3,0.460284735,
O94876,653,2,0.255339511,
O94885,1247,1,-0.704270335,
O94887,1054,4,0.768601963,
O94901,812,3,0.589478754,
O94906,941,1,-0.567001689,
O94911,1581,1,-0.854099511,
O94913,1555,3,0.256176127,
O94915,3013,3,-0.397868597,
O94921,469,1,-0.355267046,
O94927,633,2,0.264311318,
O94933,977,1,-0.583150941,
O94952,628,2,0.26655427,
O94964,1423,11,1.614673037,
O94966,1318,1,-0.73612025,
O94967,919,2,0.136014479,
O94979,1220,4,0.694135966,
O94983,1202,2,0.009063411,
O94986,1710,5,0.697470247,
O94988,1023,1,-0.603786097,
O94989,841,3,0.576469634,
O95049,919,1,-0.557132701,
O95071,2799,6,0.391276917,
O95104,1147,3,0.439200988,
O95155,1302,5,0.880495108,
O95163,1332,2,-0.049253334,
O95180,2353,1,-1.200411258,
O95197,1032,2,0.08532377,
O95202,739,4,0.909907922,
O95206,1070,4,0.761424517,
O95219,450,1,-0.346743829,
O95232,432,1,-0.338669203,
O95235,890,2,0.149023599,
O95239,1232,11,1.700353793,
O95248,1867,1,-0.98239635,
O95256,599,2,0.27956339,
O95259,989,4,0.797760335,
O95260,518,1,-0.377247973,
O95271,1327,1,-0.740157563,
O95299,355,1,-0.304127746,
O95342,1321,3,0.361146268,
O95347,1197,5,0.927597095,
O95365,584,4,0.979439426,
O95373,1038,2,0.082632228,
O95382,1288,2,-0.029515359,
O95390,407,2,0.365692736,
O95398,923,2,0.134220118,
O95400,341,1,-0.297847481,
O95405,1425,1,-0.784119417,
O95425,2214,1,-1.1380572,
O95427,931,2,0.130631395,
O95447,670,4,0.940860656,
O95453,639,2,0.261619776,
O95466,1100,5,0.971110358,
O95470,568,1,-0.39967749,
O95477,2261,1,-1.159140946,
O95487,1268,1,-0.713690732,
O95490,1459,1,-0.799371488,
O95521,474,2,0.335637183,
O95567,290,1,-0.274969374,
O95568,372,1,-0.311753782,
O95573,720,1,-0.467863223,
O95602,1720,7,1.02945658,
O95613,3336,12,0.843531082,
O95622,1261,3,0.388061689,
O95625,1053,4,0.769050553,
O95714,4834,10,-0.010778813,
O95721,258,2,0.432532698,
O95741,557,1,-0.394742996,
O95754,770,2,0.202854441,
O95757,839,3,0.577366815,
O95759,1140,3,0.442341121,
O95785,1651,5,0.723937078,
O95789,1325,1,-0.739260382,
O95800,540,1,-0.38711696,
O95801,387,3,0.780129651,
O95817,575,1,-0.402817622,
O95819,1239,4,0.685612749,
O95837,355,3,0.794484542,
O95841,491,1,-0.365136033,
O95876,746,4,0.90676779,
O95900,331,1,-0.293361578,
O95926,243,1,-0.253885627,
O95935,607,1,-0.417172513,
O95936,686,2,0.24053603,
O95995,478,6,1.43245511,
O95996,2303,2,-0.48483456,
O96020,404,1,-0.326108673,
O96028,1365,2,-0.064056815,
P00352,501,1,-0.369621937,
P00390,522,1,-0.379042334,
P00451,2351,6,0.592245392,
P00734,622,2,0.269245812,
P00751,764,1,-0.487601198,
P00918,260,1,-0.261511663,
P00973,400,5,1.285123601,
P01023,1474,2,-0.112953163,
P01024,1663,8,1.188557623,
P01031,1676,4,0.489578768,
P01106,439,2,0.351337845,
P01116,189,1,-0.229661749,
P01133,1207,1,-0.686326721,
P01137,390,2,0.373318772,
P01236,227,1,-0.246708182,
P01266,2768,5,0.222861661,
P01730,458,1,-0.350332552,
P02549,2419,9,0.967206357,
P02654,83,1,-0.182111172,
P02675,491,1,-0.365136033,
P02679,453,1,-0.3480896,
P02788,710,3,0.63523497,
P04053,509,2,0.319936521,
P04075,364,1,-0.308165059,
P04114,4563,8,-0.112354381,
P04275,2813,3,-0.308150528,
P04626,1255,1,-0.707859058,
P04843,607,1,-0.417172513,
P04899,355,1,-0.304127746,
P04920,1241,1,-0.701578793,
P05000,195,1,-0.232353291,
P05013,189,1,-0.229661749,
P05060,677,1,-0.448573838,
P05106,788,1,-0.498367366,
P05108,521,2,0.314553437,
P05112,153,1,-0.213512496,
P05121,402,1,-0.325211492,
P05160,661,1,-0.441396392,
P05164,745,2,0.214069199,
P05181,493,2,0.327113967,
P05546,499,1,-0.368724756,
P05771,671,2,0.247264885,
P05787,483,3,0.737064978,
P06239,509,1,-0.37321066,
P06396,782,1,-0.495675824,
P06400,928,1,-0.561170015,
P06401,933,2,0.129734214,
P06729,351,2,0.390813796,
P06737,847,2,0.168312984,
P06744,558,1,-0.395191586,
P06756,1048,3,0.483611433,
P07099,455,3,0.749625508,
P07195,334,2,0.398439832,
P07332,822,3,0.584992851,
P07476,585,4,0.978990835,
P07550,413,2,0.363001194,
P07814,1512,2,-0.129999596,
P07900,732,2,0.219900874,
P07902,379,1,-0.314893915,
P07942,1786,5,0.663377381,
P07996,1170,1,-0.669728878,
P08183,1280,4,0.667220545,
P08195,630,1,-0.427490091,
P08238,724,2,0.223489597,
P08240,638,2,0.262068366,
P08254,477,1,-0.358855768,
P08473,750,2,0.211826248,
P08709,466,1,-0.353921275,
P08754,354,1,-0.303679156,
P08842,583,2,0.286740835,
P08F94,4074,2,-1.279288063,
P09326,243,1,-0.253885627,
P09327,827,1,-0.51586239,
P09471,354,1,-0.303679156,
P09848,1927,2,-0.31616459,
P09874,1014,2,0.093398396,
P09913,472,1,-0.356612817,
P09958,794,1,-0.501058908,
P09972,364,1,-0.308165059,
P0C091,2139,4,0.281881437,
P0C0L4,1744,5,0.682218175,
P0C0L5,1744,5,0.682218175,
P0C1S8,567,2,0.293918281,
P0C221,793,4,0.885684043,
P0C2Y1,421,4,1.052559652,
P0C5J1,330,2,0.400234193,
P0C646,297,1,-0.278109506,
P0C7M7,580,2,0.288086606,
P0C7X1,549,3,0.707458015,
P0C869,781,2,0.197919947,
P0C874,917,2,0.13691166,
P0C875,321,1,-0.288875674,
P0CAP1,466,2,0.339225906,
P0CAP2,368,2,0.38318776,
P0CB38,370,3,0.787755687,
P0CB47,393,1,-0.321174179,
P0CF97,657,1,-0.439602031,
P0CJ92,632,2,0.264759908,
P0DJD0,1748,3,0.16959819,
P0DJD1,1756,3,0.166009468,
P0DJH9,198,2,0.459448119,
P0DJJ0,459,6,1.440978327,
P0DMP2,458,7,1.595577597,
P0DO97,292,4,1.110427807,
P10070,1586,1,-0.856342462,
P10071,1580,1,-0.85365092,
P10242,640,5,1.177461918,
P10243,752,3,0.616394175,
P10266,1014,2,0.093398396,
P10586,1907,3,0.098272325,
P10600,412,2,0.363449785,
P10632,490,2,0.328459738,
P10636,758,2,0.208237525,
P10745,1247,1,-0.704270335,
P10809,573,3,0.696691847,
P10826,455,1,-0.348986781,
P10909,449,1,-0.346295239,
P10911,925,4,0.826470118,
P11047,1609,1,-0.86666004,
P11055,1940,10,1.287441648,
P11117,423,1,-0.33463189,
P11137,1827,3,0.134159553,
P11171,864,2,0.160686948,
P11172,480,3,0.738410749,
P11177,359,2,0.387225073,
P11215,1152,2,0.031492929,
P11216,843,3,0.575572454,
P11217,842,1,-0.522591245,
P11274,1271,4,0.671257858,
P11277,2137,14,1.535541587,
P11388,1531,2,-0.138522813,
P11413,515,2,0.317244979,
P11488,350,1,-0.301884794,
P11498,1178,1,-0.673317601,
P11511,503,1,-0.370519117,
P11532,3685,22,1.293108855,
P12035,628,2,0.26655427,
P12110,1019,1,-0.601991736,
P12111,3177,10,0.73253539,
P12259,2224,2,-0.449395922,
P12270,2363,15,1.50315304,
P12525,358,1,-0.305473517,
P12755,728,1,-0.471451945,
P12757,684,2,0.24143321,
P12814,892,1,-0.545020762,
P12821,1306,2,-0.037589985,
P12882,1939,10,1.287890239,
P12883,1935,11,1.38499478,
P13010,732,2,0.219900874,
P13196,640,1,-0.431975995,
P13533,1939,11,1.383200418,
P13535,1937,8,1.065643868,
P13569,1480,1,-0.808791886,
P13584,511,1,-0.37410784,
P13591,858,1,-0.52976869,
P13612,1032,1,-0.607823411,
P13631,454,1,-0.34853819,
P13639,858,1,-0.52976869,
P13667,645,1,-0.434218947,
P13861,404,1,-0.326108673,
P13984,249,1,-0.25657717,
P14060,373,1,-0.312202372,
P14061,328,2,0.401131374,
P14410,1827,2,-0.271305555,
P14625,803,1,-0.505096221,
P14735,1019,2,0.091155445,
P14866,589,1,-0.409097887,
P14902,403,1,-0.325660083,
P15036,469,1,-0.355267046,
P15085,419,1,-0.332837528,
P15144,967,2,0.114482143,
P15311,586,1,-0.407752116,
P15509,400,1,-0.324314312,
P15812,388,1,-0.318931228,
P15822,2718,6,0.427612735,
P15884,667,1,-0.444087934,
P15918,1043,1,-0.612757904,
P15923,654,1,-0.43825626,
P15924,2871,30,1.968416325,
P16066,1061,1,-0.620832531,
P16144,1822,2,-0.269062603,
P16152,277,1,-0.269137699,
P16284,738,1,-0.475937849,
P16383,781,1,-0.495227234,
P16435,677,3,0.650038451,
P16471,622,1,-0.423901369,
P16473,764,1,-0.487601198,
P16499,860,6,1.261093598,
P16519,638,1,-0.431078814,
P16591,822,5,1.095818475,
P16615,1042,1,-0.612309314,
P16885,1265,2,-0.019197781,
P17014,697,1,-0.457545645,
P17027,643,1,-0.433321766,
P17028,368,2,0.38318776,
P17174,413,1,-0.330145986,
P17213,487,2,0.329805509,
P17480,764,1,-0.487601198,
P17535,347,2,0.392608157,
P17676,345,2,0.393505338,
P17707,334,1,-0.294707349,
P17858,780,1,-0.494778643,
P17948,1338,2,-0.051944876,
P18054,663,2,0.250853608,
P18206,1134,1,-0.653579626,
P18428,481,1,-0.36065013,
P18583,2426,2,-0.540011172,
P18850,670,1,-0.445433705,
P18858,919,1,-0.557132701,
P19013,534,1,-0.384425418,
P19021,973,1,-0.58135658,
P19086,355,1,-0.304127746,
P19087,354,3,0.794933133,
P19174,1290,2,-0.030412539,
P19320,739,1,-0.476386439,
P19367,917,1,-0.556235521,
P19429,210,2,0.454065035,
P19823,946,1,-0.569244641,
P19827,911,1,-0.553543979,
P19838,968,3,0.51949866,
P20062,427,1,-0.336426251,
P20073,488,1,-0.363790262,
P20338,218,2,0.450476312,
P20340,208,1,-0.238184965,
P20585,1137,1,-0.654925397,
P20591,662,2,0.251302198,
P20700,586,1,-0.407752116,
P20701,1170,1,-0.669728878,
P20702,1163,2,0.026558435,
P20742,1482,2,-0.116541886,
P20794,623,1,-0.424349959,
P20807,821,1,-0.513170848,
P20839,514,1,-0.375453611,
P20929,6669,6,-1.344767722,
P20941,246,1,-0.255231399,
P21283,382,2,0.376907495,
P21359,2839,1,-1.418426166,
P21439,1286,5,0.887672554,
P21506,573,1,-0.401920442,
P21675,1872,6,0.807120168,
P21817,5038,10,-0.102291244,
P22004,513,1,-0.375005021,
P22033,750,2,0.211826248,
P22059,807,2,0.186256598,
P22083,530,1,-0.382631057,
P22314,1058,1,-0.61948676,
P22459,653,1,-0.437807669,
P22557,587,1,-0.408200707,
P22570,491,1,-0.365136033,
P22695,453,1,-0.3480896,
P22914,178,1,-0.224727255,
P23025,273,2,0.425803843,
P23229,1130,4,0.734509097,
P23258,451,3,0.751419869,
P23276,732,4,0.913048054,
P23352,680,3,0.64869268,
P23378,1020,1,-0.602440326,
P23458,1154,1,-0.662551433,
P23467,1997,1,-1.040713094,
P23468,1912,2,-0.309435735,
P23469,700,1,-0.458891416,
P23471,2315,1,-1.183364825,
P23497,879,1,-0.539189088,
P23508,829,4,0.869534791,
P23786,658,1,-0.440050621,
P23942,346,2,0.393056747,
P24043,3122,3,-0.446764945,
P24310,79,1,-0.180316811,
P24557,533,2,0.309170353,
P24723,683,2,0.241881801,
P24821,2201,2,-0.439078345,
P24928,1970,3,0.070011134,
P25098,689,2,0.239190259,
P25205,808,1,-0.507339173,
P25325,297,1,-0.278109506,
P25391,3075,4,-0.137999126,
P25705,553,2,0.300198546,
P25963,317,3,0.811530976,
P26006,1051,1,-0.616346627,
P26012,769,1,-0.48984415,
P26196,483,1,-0.361547311,
P26232,953,4,0.813909588,
P26358,1616,2,-0.176652992,
P26378,380,1,-0.315342505,
P26639,723,4,0.917085368,
P26640,1264,3,0.386715918,
P26641,437,1,-0.340912155,
P27338,520,1,-0.378145153,
P27361,379,1,-0.314893915,
P27448,753,2,0.210480477,
P27487,766,1,-0.488498378,
P27694,616,2,0.271937354,
P27708,2225,3,-0.044379405,
P27797,417,1,-0.331940348,
P27815,886,1,-0.54232922,
P27986,724,2,0.223489597,
P28069,291,1,-0.275417964,
P28223,471,2,0.336982954,
P28288,659,1,-0.440499211,
P28290,1259,3,0.38895887,
P28329,748,2,0.212723428,
P28332,368,1,-0.309959421,
P28340,1107,1,-0.641467686,
P28370,1054,5,0.991745514,
P28715,1186,4,0.709388037,
P28827,1452,1,-0.796231356,
P29074,926,1,-0.560272834,
P29083,439,1,-0.341809335,
P29084,291,1,-0.275417964,
P29122,969,1,-0.579562219,
P29144,1249,3,0.393444773,
P29320,983,2,0.107304697,
P29323,1055,2,0.075006192,
P29374,1257,3,0.38985605,
P29597,1187,2,0.015792266,
P29692,281,1,-0.270932061,
P29728,719,3,0.631197656,
P29973,690,1,-0.454405512,
P29992,359,2,0.387225073,
P30038,563,2,0.295712642,
P30040,261,1,-0.261960254,
P30291,646,3,0.663944752,
P30530,894,1,-0.545917943,
P30566,484,2,0.33115128,
P30613,574,1,-0.402369032,
P30622,1438,5,0.819486821,
P30679,374,1,-0.312650963,
P30876,1174,7,1.274386909,
P31146,461,1,-0.351678323,
P31512,558,2,0.297955594,
P31689,397,1,-0.322968541,
P31939,592,1,-0.410443658,
P32004,1257,2,-0.015609058,
P32019,993,1,-0.590328387,
P32121,409,1,-0.328351625,
P32298,578,2,0.288983787,
P32418,973,2,0.1117906,
P32456,591,1,-0.409995068,
P32754,393,1,-0.321174179,
P32780,548,3,0.707906606,
P33076,1130,1,-0.651785264,
P33176,963,6,1.214888793,
P33527,1531,2,-0.138522813,
P33981,857,1,-0.5293201,
P33991,863,2,0.161135539,
P33992,734,2,0.219003693,
P34925,604,1,-0.415826742,
P34947,590,3,0.689065811,
P35052,558,2,0.297955594,
P35125,1406,5,0.833841712,
P35221,906,5,1.058136886,
P35228,1153,2,0.031044338,
P35232,272,1,-0.266894748,
P35240,595,2,0.281357751,
P35241,583,4,0.979888016,
P35243,200,1,-0.234596243,
P35249,363,2,0.385430712,
P35251,1148,2,0.03328729,
P35269,517,1,-0.376799382,
P35354,604,1,-0.415826742,
P35398,523,2,0.313656256,
P35443,961,2,0.117173685,
P35498,2009,1,-1.046096179,
P35499,1836,1,-0.968490049,
P35527,623,1,-0.424349959,
P35555,2871,1,-1.432781057,
P35556,2912,1,-1.451173261,
P35573,1532,3,0.266493705,
P35579,1960,7,0.921794897,
P35580,1976,12,1.453613953,
P35606,906,3,0.547311262,
P35609,894,4,0.840376418,
P35612,726,1,-0.470554765,
P35626,688,1,-0.453508331,
P35658,2090,3,0.016180292,
P35711,763,2,0.205994573,
P35749,1972,7,0.916411813,
P35900,424,1,-0.33508048,
P35908,639,2,0.261619776,
P35968,1356,2,-0.060019502,
P36383,396,1,-0.32251995,
P36507,400,4,1.061980049,
P36575,388,1,-0.318931228,
P36776,959,3,0.523535973,
P36871,562,1,-0.396985948,
P36888,993,1,-0.590328387,
P36952,375,2,0.380047627,
P36955,418,1,-0.332388938,
P37231,505,1,-0.371416298,
P38398,1863,4,0.405692373,
P38405,381,6,1.475968374,
P38935,993,4,0.795965974,
P39086,918,2,0.136463069,
P39880,1505,6,0.971752825,
P39900,470,1,-0.355715636,
P40121,348,1,-0.300987614,
P40145,1251,3,0.392547592,
P40189,918,1,-0.556684111,
P40222,546,2,0.303338678,
P40692,756,1,-0.484012475,
P40763,770,2,0.202854441,
P40879,764,2,0.205545983,
P40939,763,3,0.611459681,
P41002,786,1,-0.497470185,
P41214,584,3,0.691757353,
P41218,407,1,-0.327454444,
P41226,1012,2,0.094295577,
P42166,694,4,0.930094488,
P42167,454,3,0.750074098,
P42224,750,3,0.617291356,
P42226,847,1,-0.524834197,
P42229,794,1,-0.501058908,
P42261,906,3,0.547311262,
P42262,883,2,0.152163732,
P42263,894,3,0.552694346,
P42285,1042,3,0.486302975,
P42331,645,1,-0.434218947,
P42336,1068,3,0.474639626,
P42338,1070,1,-0.624869844,
P42345,2549,7,0.657575184,
P42356,2102,5,0.521622832,
P42566,896,1,-0.546815123,
P42694,1942,2,-0.322893445,
P42696,430,1,-0.337772022,
P42702,1097,3,0.461630506,
P42704,1394,6,1.021546353,
P42858,3142,3,-0.455736752,
P42898,656,1,-0.43915344,
P43121,646,2,0.258479644,
P43155,626,2,0.267451451,
P43246,934,2,0.129285624,
P43250,576,2,0.289880968,
P43304,727,2,0.222143826,
P43378,593,1,-0.410892249,
P45954,432,1,-0.338669203,
P45974,858,1,-0.52976869,
P45984,424,2,0.3580667,
P46013,3256,23,1.530005876,
P46019,1235,1,-0.698887251,
P46020,1223,3,0.405108122,
P46060,587,1,-0.408200707,
P46100,2492,3,-0.164153027,
P46108,304,1,-0.281249639,
P46199,727,1,-0.471003355,
P46379,1132,2,0.040464735,
P46459,744,2,0.21451779,
P46821,2468,2,-0.558851967,
P46937,504,2,0.322179473,
P46939,3433,19,1.259550148,
P46940,1657,2,-0.195045196,
P47870,512,1,-0.374556431,
P47897,775,3,0.606076597,
P47989,1333,1,-0.742849105,
P48047,213,1,-0.240427917,
P48058,902,5,1.059931247,
P48163,572,1,-0.401471851,
P48167,497,2,0.325319605,
P48378,723,1,-0.469208994,
P48549,501,1,-0.369621937,
P48552,1158,1,-0.664345794,
P48553,1259,2,-0.016506239,
P48634,2157,2,-0.419340369,
P48681,1621,5,0.737394788,
P48728,403,3,0.772952206,
P48735,452,3,0.750971279,
P48751,1232,1,-0.69754148,
P49257,510,4,1.012635111,
P49327,2511,7,0.674621617,
P49336,464,1,-0.353024094,
P49354,379,2,0.378253266,
P49368,545,1,-0.389359912,
P49407,418,1,-0.332388938,
P49454,3210,19,1.359585795,
P49588,968,2,0.114033552,
P49590,506,1,-0.371864888,
P49591,514,2,0.317693569,
P49736,904,1,-0.550403846,
P49750,1951,1,-1.020077939,
P49754,854,2,0.165172852,
P49758,472,5,1.252825096,
P49792,3224,6,0.20062602,
P49815,1807,2,-0.262333748,
P49840,483,1,-0.361547311,
P49841,420,1,-0.333286119,
P49916,1009,3,0.501106456,
P49917,911,2,0.139603202,
P49959,708,2,0.230667042,
P50148,359,3,0.792690181,
P50151,68,3,0.923229972,
P50443,739,1,-0.476386439,
P50548,548,1,-0.390705683,
P50570,870,1,-0.535151774,
P50747,726,1,-0.470554765,
P50748,2209,1,-1.135814248,
P50851,2863,2,-0.736045154,
P50897,306,2,0.411000361,
P51160,858,1,-0.52976869,
P51178,756,3,0.614599814,
P51398,398,2,0.369730049,
P51449,518,4,1.009046388,
P51531,1590,4,0.528157537,
P51532,1647,6,0.908052996,
P51587,3418,6,0.113599493,
P51617,712,3,0.634337789,
P51654,580,2,0.288086606,
P51687,545,1,-0.389359912,
P51690,589,2,0.284049293,
P51692,787,1,-0.497918776,
P51788,898,1,-0.547712304,
P51805,1871,1,-0.984190711,
P51813,675,1,-0.447676657,
P51816,1311,1,-0.732980117,
P51826,1226,1,-0.694849938,
P51884,338,1,-0.29650171,
P51888,382,2,0.376907495,
P51955,445,1,-0.344500877,
P52179,1685,1,-0.900752907,
P52306,607,1,-0.417172513,
P52566,201,1,-0.235044833,
P52630,851,4,0.859665803,
P52732,1056,6,1.17316989,
P52735,878,2,0.154406683,
P52789,917,4,0.83005884,
P52790,923,3,0.539685226,
P52948,1817,1,-0.959966832,
P53355,1430,3,0.31224992,
P53396,1101,1,-0.638776144,
P53618,953,2,0.120762407,
P53667,647,1,-0.435116127,
P53671,638,2,0.262068366,
P53674,252,1,-0.257922941,
P53675,1640,5,0.728871571,
P53804,2025,8,1.026167917,
P53816,162,1,-0.217549809,
P54132,1417,2,-0.087383513,
P54136,660,2,0.252199379,
P54198,1017,2,0.092052625,
P54277,932,2,0.130182805,
P54296,1465,3,0.296549258,
P54646,552,1,-0.392500044,
P54725,363,1,-0.307716469,
P54764,986,2,0.105958926,
P54802,743,1,-0.478180801,
P55010,431,2,0.354926568,
P55072,806,1,-0.506441992,
P55157,894,5,1.06351997,
