Entry	Cross-reference (eggNOG)
A0A0C3SFZ9	KOG2398;ENOG410Y7RY;
A6XGL2	ENOG410IZ9B;ENOG41115QQ;
F5H120	KOG0543;COG0545;
H3BNI4	KOG0232;COG0636;
Q6PJ65	
V9GYB1	
A0A0G2JH50	
B7ZLR4	KOG0207;COG2217;
F8WBA1	ENOG410IJJG;ENOG410YIB9;
D6RD33	KOG0341;ENOG410XQQC;
F5H3E1	KOG4246;ENOG410Z0UJ;
J3QQZ3	KOG2491;ENOG410XQEX;
B8ZZ19	KOG0027;COG5126;
H0Y9E4	KOG2201;KOG4584;COG5146;
K7EKK0	
R4GNA2	KOG0504;COG0666;
A8K1M9	KOG1043;ENOG410XRSP;
I3L2G8	KOG1013;ENOG410XQXA;
Q5JPC9	
G5E9N8	KOG2850;ENOG4112BYV;
E7ER21	ENOG410J26W;ENOG41116U6;
Q9NW25	KOG4594;ENOG410XPQX;
K4DI92	KOG4018;ENOG410XT0M;
Q5BQ95	
Q5MJ34	KOG4757;ENOG410Z1J0;
A0A0D9SGF8	
F5H1M7	
Q4VB95	KOG0222;COG2986;
Q96P72	ENOG410IFTE;ENOG41102TS;
X6R5A3	KOG2756;ENOG410XP85;
Q68CY2	
Q580Q6	ENOG410IR77;ENOG410YCRW;
D6RB80	
B4DHN5	
C9JUG3	KOG1716;COG2453;
J3QKN8	
G3V1P2	KOG3783;ENOG410XTBZ;
A0A0R4J2E6	
D3DSM0	
A0A0D9SEH3	
F2Z2B4	KOG1721;COG5048;
B4DMZ6	KOG1565;ENOG410XQ5D;
A0A1B0GUG4	
Q8WY19	ENOG410IQJM;ENOG410XQX7;
D7F472	
H0YDT6	KOG2975;COG1310;
Q4VY13	ENOG410IMQP;ENOG411029R;
R4GMN0	
F2Z3H5	KOG1721;COG5048;
H0YBN8	KOG0864;KOG0865;COG0652;COG5171;
B7Z332	KOG1725;COG5052;
F8WEQ6	KOG0395;COG1100;
C9JYR4	ENOG410IY14;ENOG4111CPE;
H3BRQ6	
Q4G1C1	ENOG410ITKD;ENOG410XPYK;
G5E9X6	
C9JU06	KOG4536;ENOG410XRXY;
K7EM31	ENOG410IHQ8;ENOG4111M8T;
E9PG39	KOG4435;COG1597;
Q96B13	KOG2085;ENOG410XQJW;
F2Z322	KOG0796;COG5200;
H0Y6A5	
B4DIW9	KOG0504;COG0666;
H0YLF3	ENOG410J15A;ENOG410YTDG;
A6NIW5	KOG0852;COG0450;
B0QYV1	KOG0125;ENOG4111WJT;
E5RG71	KOG0118;COG0724;
Q6JHZ5	ENOG410KCGC;ENOG4110NZW;
H3BV34	KOG3189;COG0561;
Q0VGD4	KOG3272;ENOG410Z5JK;
I3L181	KOG1013;ENOG410XQXA;
A0A0G2JJ84	
M4W6S4	ENOG410JBA1;ENOG41119MS;
A0A0J9YYA3	
Q9UP10	KOG3880;ENOG410XT4Z;
A0A087X214	KOG0104;COG0443;
B4DWJ3	KOG4795;ENOG4111KQJ;
J3KNA0	KOG1239;COG0706;
H7C4S7	
A0A087WT91	KOG1102;COG5210;
A0N4X2	
B4DQK9	ENOG410IHSK;ENOG410XSF4;
A0A087WU38	
E9PLX6	
B7ZAZ8	KOG0559;COG0508;
M0QXR6	KOG1721;COG5048;
Q7M4M2	ENOG410J4I9;ENOG410YXJU;
Q08AM3	KOG3607;ENOG410XX2M;
C9JUT4	KOG1701;ENOG410Y3GP;
E5RH00	KOG0116;ENOG410YV57;
B7Z278	KOG2378;ENOG410XPX9;
C9J1V9	KOG0867;COG0625;
Q9NW36	KOG0386;COG0553;
F8VSA6	KOG0005;COG5272;
A0A087WTB8	KOG1415;ENOG4111HNA;
F2Z2B0	
Q6P090	KOG0671;ENOG410XQF2;
Q5JTV1	KOG4333;ENOG410ZMTP;
Q5KS07	KOG1721;COG5048;
B6VEX4	ENOG410IPCV;ENOG410XQ3Y;
A6YT98	ENOG410II8P;ENOG411157R;
C9J931	KOG0395;COG1100;
B5BNW5	
Q5XKG2	KOG1054;ENOG410XPSH;
A0A0C4DGS8	
B3KVY5	KOG2716;ENOG410XQYZ;
B2R5W2	KOG0118;COG0724;
E7EQG8	ENOG410IHUZ;ENOG4111F6U;
F8WFE5	KOG1515;COG0657;
Q6ZWE5	KOG2504;ENOG411000Y;
I3L0M3	KOG1721;COG5048;
Q708E1	KOG0048;COG5147;
B4E3L3	KOG1863;COG5077;
X5DQS5	
E9PB39	
Q6ZW95	
B4DT68	ENOG410IG16;ENOG410ZZ78;
G5E9V9	ENOG410IWUJ;ENOG4111S9J;
M0R131	KOG0667;ENOG410XPET;
Q71RC1	ENOG410JGFT;ENOG4111CYD;
D6RD47	KOG1749;COG0048;
F2Z3G3	KOG2096;COG2319;
Q6J334	
H0YLS3	
A0A087WY26	
E9PL21	KOG1668;COG2092;
H3BQR5	KOG1089;ENOG410XPTU;
Q86W69	
B3KV06	KOG1565;ENOG410XQ5D;
Q5H9D7	ENOG410IJ18;ENOG41116WA;
Q6IMJ6	ENOG410INP5;ENOG41100WH;
D6RCT1	KOG0117;ENOG410XTJ5;
E2JJS1	KOG0849;ENOG410XS01;
Q86X71	KOG2692;ENOG410XT8P;
I3L2N0	KOG1013;ENOG410XQXA;
Q14C60	ENOG410IS7E;ENOG410Y3VC;
Q4KMZ4	KOG4297;ENOG410XPJ1;
H3BVG1	KOG1990;ENOG410XS9D;
M0QXZ7	KOG2680;COG1224;
J3QKK8	KOG4498;ENOG410YFY9;
E9PKR3	KOG2329;ENOG4111RPN;
Q96CU4	KOG3785;ENOG410XRMP;
M0R1N4	KOG1721;COG5048;
A0A0G2JIE7	
K7ENW8	KOG0639;ENOG410XPX3;
A0A075B7B9	
A0A0G2JK28	
Q9BYK1	KOG3486;ENOG4112266;
A6H900	ENOG410IEHU;ENOG410YARY;
A0A0G2JIF2	
B4DR80	KOG0201;ENOG410XP9G;
B8ZZS2	KOG3835;ENOG410YKFH;
C9JJE7	ENOG410IVUU;ENOG4111Y2D;
F8VNX1	ENOG410IJ20;ENOG4111KTI;
B4E0E3	KOG4753;ENOG4111TWA;
H3BMM2	ENOG410KGIB;ENOG4110S8R;
I3L0K3	ENOG410IXQF;ENOG4111YXQ;
B0FWH6	ENOG410IKW6;ENOG410YKMT;
H3BP68	KOG4148;ENOG41123JB;
E5RH03	
H7BY22	KOG1721;COG5048;
V9GZ37	KOG0101;COG0443;
A6PVS0	
A8MRB1	ENOG410IYFX;ENOG41127J0;
J3KSR2	
H3BS33	
A0A087WY02	ENOG410ITUP;ENOG4111574;
B4DEX3	KOG3538;ENOG410XPKZ;
B4DLF1	KOG1164;ENOG410XPGP;
F8WEV5	KOG0119;COG5176;
A0A087WVR6	KOG0368;COG0439;COG0511;COG4799;
J3KTF1	KOG0104;COG0443;
Q9UFN7	ENOG410IK9C;ENOG4111DWD;
F6W983	KOG2407;ENOG410XRR0;
A9X3U0	
E9PIX0	KOG2973;ENOG410YNU7;
B7ZM68	KOG1729;KOG3531;ENOG410XRXV;
C9J8P3	ENOG410IW80;ENOG41114MH;
A0A0G2JNU9	
A3KN74	KOG1651;COG0386;
A0A182DWE8	
A0A191URK3	
A0A0G2JIZ7	
Q3ZM63	
Q6GMT1	KOG3656;ENOG410XRW9;
A0A0G2JS42	
A0A1W2PQD3	
A0A0G2JPP0	
A0A0G2JM37	
A0A1W2PR69	
Q53TH9	ENOG410IR8F;ENOG410Z6K0;
Q53S60	KOG0055;COG1132;
A0A1W2PPM4	
A0A1C7CYY2	
A0A0C4ZNX4	ENOG410JAMM;ENOG410ZT7K;
E7BWR8	ENOG410KCDN;ENOG4110P2R;
A0A0G2JMQ9	
B4DJG1	
A0A0G2JQD6	
A0A0G2JNH5	
A0A0U1RQP3	
A0A1B0GXC6	
A0A0G2JRA8	
A0A0G2JM39	
A0A1C7CYX6	
A0A0G2JLA3	
A0A0G2JM97	
A0A0G2JQM0	
F6Y2X3	
A0A0G2JJF2	
A0A0G2JN61	
A0A0J9YWV3	
A0A0G2JI09	
A0A0G2JHL6	
A0A0G2JPE9	
A0A1B0GVN1	
A0A0G2JQE4	
A0A0G2JKJ3	
H0YA47	
I3L483	ENOG410ISKA;ENOG410Z8JH;
H0Y860	KOG4403;ENOG410XRM6;
H0YFP6	ENOG410IV92;ENOG4112C9M;
H0YJC0	KOG0651;COG1222;
C9IZG7	ENOG410IGUA;ENOG410ZJAZ;
C9J2I1	KOG1293;COG5369;
C9JCM7	KOG1797;ENOG410YJNG;
C9JF68	ENOG410II60;ENOG410Y4KC;
C9JHF5	ENOG410III7;ENOG410XSQR;
C9K0E1	
G3V2R5	
A0A087WTK8	ENOG410IKZ0;ENOG410ZG4W;
A0A087WWF6	KOG2732;COG1311;
A0A087X0Q0	ENOG410IGYC;ENOG410YC0Q;
B8ZZJ0	KOG1769;COG5227;
E9PKH9	KOG0578;ENOG410XP4K;
E9PQI3	KOG1752;KOG4716;COG1249;
H7C121	KOG3596;ENOG410XT7P;
H7BZT7	KOG3101;COG0627;
H0Y5F4	KOG2383;COG1485;
H0YNR9	ENOG410IGRQ;ENOG410XQWT;
A0A075B719	ENOG410IGHC;ENOG410XQAW;
A0A0A0MRL8	ENOG410J2NR;ENOG411281S;
M0R1Q1	KOG1366;ENOG410XRED;
H3BQN3	KOG0746;COG0087;
B1AMT4	KOG2011;COG5537;
B1AKA9	KOG1318;ENOG4110SME;
H0Y872	
H0YJN5	KOG0192;COG0515;
H3BM44	
H3BMT2	KOG1838;COG0429;
H3BTH3	KOG3295;COG4352;
A0A087WVQ0	
D6RCP3	ENOG410IFQW;ENOG4110MPF;
H0Y8J1	ENOG410IEVD;ENOG410ZSY3;
H0YK74	KOG0578;ENOG410XP4K;
A0A087WZ54	ENOG410J2D6;ENOG410Z5HS;
S4R393	KOG3615;ENOG410XPG2;
J3KSD3	KOG4852;ENOG4111M5W;
K7EQ59	KOG1028;ENOG410XRME;
V9GYW6	KOG0668;ENOG410XNPP;
E5RGI7	KOG3951;ENOG410XQDW;
E5RG39	KOG1721;COG5048;
A0A0B4J2C4	
D6RA69	
D6RAR4	KOG1217;KOG3627;COG5640;
D6RGJ2	ENOG410IEB1;ENOG410XRZP;
K7EKB6	KOG2089;COG0339;
K7EPV9	KOG1003;ENOG410XR5K;
K7EQW7	KOG1721;COG5048;
A0A0C4DH10	KOG4193;ENOG410XSD2;
B0QZ43	KOG2962;ENOG410XQSH;
F8VPD4	KOG0370;COG0458;COG0505;COG0540;
F8W696	ENOG410IWKR;ENOG410YGQ6;
F8WCN1	ENOG410IT40;COG5141;
B5MC48	KOG0985;ENOG410XPH1;
J3QLV7	
A0A0C4DFM9	KOG0297;ENOG410Z7YX;
A0A0D9SFA6	
A0A0D9SG85	
M0R220	ENOG410IPRY;ENOG4111C4R;
H3BQP4	KOG1089;ENOG410XPTU;
H7C1S0	ENOG410IHJ3;ENOG4111FA8;
H7C599	
M0QZ36	KOG4796;ENOG410ZNGU;
E7EX59	
H7C1R9	KOG1217;KOG4291;ENOG410ZK2K;
H7C4T5	
H3BNG3	KOG0877;COG0098;
H3BQS0	ENOG410ITAC;ENOG4111V58;
H3BTR1	ENOG410IDY5;ENOG410XNUZ;
J3KMZ3	KOG4087;ENOG411283D;
C9J317	ENOG410IWUX;ENOG4111XJF;
C9J015	ENOG410IR1J;COG1069;
C9JUV4	KOG3669;ENOG410YE4N;
A0A0B4J2D1	ENOG410IDX1;ENOG4110229;
D6RAL9	KOG1046;COG0308;
D6RE15	KOG0572;COG0034;
E5RHA4	ENOG410IHVX;ENOG410Z4I5;
F8W9U9	ENOG410KD1S;ENOG410YY7B;
A6NNU8	KOG3575;ENOG410XRZC;
A0A0A0MR97	KOG1245;COG5076;
E9PEK3	ENOG410INQX;ENOG410XQ61;
G3V3S0	KOG4643;ENOG410YFRJ;
A0A0J9YWZ2	
B5MC74	
K7EMA4	KOG1116;COG1597;
Q5JXI8	ENOG410INGD;ENOG410YDMU;
J3KTL9	ENOG410KII0;ENOG4110Q7Q;
K7EMC4	KOG1721;COG5048;
K7EPB7	KOG0908;ENOG410YQ2G;
K7ESQ0	KOG0866;ENOG4111NCK;
H0Y5M6	
H0YHS3	KOG4464;ENOG410XSCJ;
E7EQ45	KOG0937;ENOG410XPFS;
E7ETP9	KOG4818;ENOG410XQ96;
A0A087X160	
H7C293	ENOG410IZ6M;ENOG410Y69K;
H7C2X1	ENOG410IKYJ;ENOG4111AHY;
E5RGT6	
F5H6G4	KOG2817;COG5109;
D6RE72	KOG1305;COG0814;
F8W8L1	KOG1978;COG0323;
J3QL95	KOG2607;ENOG410XSWB;
B0QZ01	KOG3765;ENOG410XRNY;
Q4VXH0	KOG4413;ENOG410XTFA;
C9J164	KOG3751;ENOG410XXC8;
C9J7H8	KOG1495;COG0039;
C9JLX5	
C9JQR6	KOG1026;KOG4475;COG0515;
E9PIK3	
E9PM32	KOG3569;ENOG410XT3N;
E9PQD8	ENOG410IHFM;ENOG410XSJZ;
E9PRW4	KOG3626;ENOG410XRSF;
A0A1B0GWC0	
H7C204	KOG1842;ENOG410XP0U;
H7C4M0	ENOG410IKR8;ENOG410ZUGY;
U3KQ84	
G3V3K3	KOG0175;ENOG410XQRP;
H0YJ19	ENOG410IUGZ;ENOG410Z6XT;
C9J6G2	KOG3589;ENOG410YMJD;
C9JJX8	KOG3581;COG3869;
C9JMY0	
C9JTY1	KOG3641;COG2866;
H7BXT0	
B0QYH4	ENOG410IJTP;ENOG410ZD9C;
F6TH74	KOG4339;ENOG4111M01;
H0YDM6	KOG2856;ENOG410XRX2;
H0YH02	KOG1037;ENOG410XP18;
H0YLS7	KOG1003;ENOG410XR5K;
I3L2L5	ENOG410IYRZ;ENOG411247K;
Q5JX66	ENOG410IXBP;ENOG4111S9D;
Q5VTW1	KOG3538;ENOG410XPKZ;
A0A087X0I0	KOG2579;ENOG410ZYS4;
H0Y5Y0	KOG2237;COG1505;
H0YHV5	
C9JAL9	KOG2699;ENOG410XQQK;
E9PNV2	KOG1102;COG5210;
F5H3R3	ENOG410J0F5;ENOG410Y01T;
X6R8S9	KOG1730;ENOG411157A;
E9PK68	KOG0375;COG0639;
H0YC68	KOG0405;COG1249;
A0A087WVZ5	
A0A087WZ82	
H7C0V5	KOG0504;KOG4369;COG0666;
C9JG41	KOG4681;ENOG410XRNN;
F5GZR3	KOG0490;ENOG410YIJ3;
F5H4B5	
A6PVH4	
V9GYT7	KOG1904;ENOG410Y5WD;
H0Y4V6	KOG0615;ENOG410YA63;
A0A075B6W9	
F8VVT5	ENOG410IVG9;ENOG41118NJ;
H7C1G4	ENOG410IEMY;ENOG4110AQ3;
E5RIU8	KOG0819;ENOG410XPUN;
H0Y6S1	ENOG410IMEZ;ENOG410XPKI;
H0YLG5	ENOG410IIGM;ENOG41101S6;
A0A087WTM5	ENOG410IMEF;ENOG410Y1GP;
H7C188	KOG2592;ENOG410XP7K;
H3BPF3	
M0QZY2	
H3BSU7	KOG0914;ENOG410XVTA;
H7BZK0	
F8VVL7	KOG4320;ENOG4111KNB;
F8VXI8	
H3BUZ0	KOG1089;ENOG410XPTU;
K7EJ95	
K7ELR5	KOG1865;ENOG410XQ92;
K7EPC4	KOG1472;COG5076;
K7EPF6	
A0A0G2JM99	
F6UBL3	KOG0146;ENOG410XNTW;
F8W927	KOG0032;ENOG410XRMJ;
F8VVI6	KOG2649;ENOG410XX0H;
H0Y6M9	KOG0477;COG1241;
H0Y9K6	KOG1609;COG5183;
H0YDF1	KOG3657;COG0749;
H0YFB8	
I3L326	KOG1818;ENOG410XNRF;
I3L492	KOG0688;COG1503;
Q5SZL8	ENOG410IHB4;ENOG410YME8;
H3BQ92	KOG2744;ENOG410Y2AP;
M0QYX1	
H3BPK7	KOG0188;COG0013;
F8VUY0	KOG0773;ENOG410XPMQ;
F8VYL4	KOG0773;ENOG410XPMQ;
A0A087WTP0	
A0A087WTD0	KOG3830;ENOG410XP4E;
D6R993	ENOG410IG8W;ENOG4111N2F;
E5RHW3	KOG0811;COG5325;
M0R008	ENOG410IIFX;ENOG410YCRZ;
K7EM74	KOG1721;COG5048;
H3BRE7	KOG1411;COG1448;
J3KS79	KOG4128;COG3579;
K7EM38	
K7EPP6	
S4R421	ENOG410IJ8K;ENOG410YM8D;
A0A0D9SEU7	
A0A0U1RR72	
A0A0U1RR93	
F2Z3N8	KOG0954;COG5141;
J3KSY7	KOG4264;ENOG410ZW5Y;
K7EJK1	ENOG410IJXF;ENOG410Y9QE;
K7EMU4	KOG2089;COG0339;
K7EQR9	KOG3792;ENOG410XPBY;
A0A0J9YWM6	
A2AAY8	ENOG410IWG3;ENOG410YI0S;
J3QLM2	KOG2959;ENOG4111K05;
Q5VZ75	ENOG410J4UG;ENOG410ZG6G;
E7EP60	ENOG410IPB2;ENOG410XTAR;
E7EX99	KOG1094;ENOG410XQAI;
F8WCF8	
A0A1B0GW11	
H7C2I4	KOG2121;COG1234;
C9J1Z6	KOG0566;COG5329;COG5411;
C9JH43	KOG3513;ENOG410XSVG;
C9JZI6	ENOG410II1S;ENOG410XRIT;
D6RAI0	KOG2618;COG2135;
D6RI03	KOG3882;ENOG4111IRY;
F8WC63	
G3V2Q1	KOG0118;COG0724;
G3V5N6	KOG3395;ENOG4110B8Q;
E7ETY2	ENOG410IF55;ENOG411183W;
E9PSG8	ENOG410IH3S;ENOG411034Y;
G3V5K8	KOG0106;COG0724;
E9PFU5	
E9PPH0	
E9PRZ0	KOG0984;ENOG410XT3F;
H7C3Q0	ENOG410IF29;ENOG4110M8G;
H7C5P5	
C9IYV2	KOG0032;ENOG410XRMJ;
H0YBX4	
C9IZX3	ENOG410IJM9;ENOG410Y8CN;
C9J6H5	KOG3607;ENOG410XX2M;
C9JKN2	KOG2342;COG3332;
C9K0N1	KOG0889;COG5032;
E9PB28	KOG4304;ENOG4111F0X;
E9PRE8	ENOG410KC5P;ENOG4110T2K;
F5H480	ENOG410IK9F;ENOG410YWI4;
F5GX19	ENOG410IH39;ENOG4112AMJ;
E9PI82	KOG1046;COG0308;
E9PPF5	KOG3882;ENOG4111IRY;
F5GWN1	
F5H047	KOG4849;ENOG4111NBM;
E5RFM2	
H0Y8W5	
H0YMD1	ENOG410IPSW;ENOG410Z5FJ;
I3L2H1	KOG2056;ENOG410XSM0;
I3L487	KOG3647;ENOG410XRVS;
H0YB19	
H0YCT8	ENOG410IFQP;ENOG410YA15;
H0YJE0	KOG3819;ENOG410YXPD;
A0A087WWK8	KOG0931;COG5307;
H0YLR2	KOG3173;ENOG4111UWC;
R4GNI6	
A0A087X041	
R4GMY9	KOG3803;ENOG410ZPWS;
A0A0A0MTE8	ENOG410IGVF;ENOG410XRG8;
U3KQR5	KOG1694;COG2163;
E5RFS7	ENOG410IHVX;ENOG410Z4I5;
E5RGP9	ENOG410IGIV;COG4336;
A0A075B6R9	
B7WPL9	KOG1057;ENOG410XNSN;
M0R3G5	
A0A1W2PSD1	
V9GYR5	ENOG410INSC;ENOG4111DV1;
J3KS47	KOG0940;KOG2398;ENOG410Z5NV;
M0QYN0	
M0R0A0	ENOG410IXGN;ENOG4111K6Y;
M0R3F2	KOG1721;COG5048;
A0A0C4DFW3	
H3BRT7	
H3BTD0	KOG2306;ENOG41115V6;
M0R2S3	KOG2989;COG5134;
D6R9Q1	KOG0882;ENOG410XQB4;
D6RJA3	KOG3525;COG1404;COG4935;
F8W908	KOG3656;ENOG410XRW9;
F8WDL7	ENOG410IFTK;ENOG411118E;
K7EQZ3	KOG4295;ENOG410XQNP;
K7ERX6	KOG1867;ENOG410XQQ0;
Q5TI75	
H3BNC6	KOG3594;ENOG410XQHI;
H3BUW3	
S4R3Y7	
E7EMU4	
E7ER32	ENOG410IFJX;ENOG41101AM;
J3QLM3	
E5RHP5	
J3KS99	KOG4715;ENOG410Y9B3;
K7ELU3	KOG3098;ENOG410ZITE;
C9JEQ7	KOG2655;COG5019;
C9JVL0	KOG0918;ENOG410XP4F;
F8WEL6	KOG1721;COG5048;
K7EKG3	
K7EP28	
F8WET0	ENOG410IGNB;ENOG41126IA;
J3QRR9	ENOG410IEMV;ENOG410YNEB;
H7C1S6	ENOG410II9U;ENOG41120B5;
D6R9D2	KOG4800;ENOG4110EPW;
D6RBS9	KOG0117;ENOG410XTJ5;
D6RGX7	
D6RJE1	KOG1721;COG5048;
F8WF42	ENOG410IHDV;ENOG4111QK7;
C9J2N0	
C9JQ38	KOG3619;COG2114;
C9JX57	
Q5W0Y9	KOG3663;ENOG410Y16G;
J3QS37	ENOG410IKC1;ENOG410XXMV;
E9PSC7	
E9PKM0	
E9PL26	
G3V360	KOG4271;ENOG410XR4E;
E7EWJ9	ENOG410IG1Z;ENOG410XR30;
B1AUU8	KOG0998;ENOG410XTDR;
C9JLV5	
Q5H916	ENOG410IZ27;ENOG410YSUV;
C9J8K7	
C9JTV6	KOG0237;KOG3076;COG0150;COG0151;COG0299;
C9J1J1	KOG1721;COG5048;
C9J858	ENOG410INBI;ENOG410Z9IW;
C9JIV3	KOG1812;ENOG410XS1H;
C9JPM3	KOG3607;ENOG410XX2M;
E9PDM8	KOG1985;COG5028;
H7BXS7	
A0A0A0MSX4	KOG4222;ENOG410XPQS;
F5GXZ9	KOG0876;COG0605;
F5H1N7	ENOG410IIMH;ENOG41101DD;
A0A0A0MQT7	KOG1217;KOG3544;ENOG410Y01G;
E9PCD7	
E9PK58	
E9PPH8	KOG2308;ENOG410YDSX;
H0Y2X4	ENOG410IJ2E;ENOG410YGMD;
H0Y8P0	KOG4436;ENOG410YWJY;
H0YJW6	ENOG410IHYF;ENOG4110YN5;
H0YMG7	KOG2450;COG1012;
I3L165	KOG1818;ENOG410XNRF;
Q5SNW4	KOG0474;COG0038;
H0YBC7	ENOG410IK24;ENOG4111HIM;
H7BZV7	
E5RFH3	
H0YMH5	
I3L104	KOG3130;ENOG41101NF;
H0Y6T3	KOG0513;COG0666;COG3621;
H0YAE4	ENOG410IQU0;ENOG410Z2VH;
H0YEM2	
H0YK63	KOG2845;ENOG410XTTP;
F8VZG6	KOG1721;COG5048;
F8VS29	ENOG410IIIW;ENOG410XRSC;
F8W1T9	ENOG410IT81;ENOG410XSKJ;
R4GN59	KOG0609;COG0194;
M0QXI5	KOG2281;COG1506;
M0QZE6	ENOG410ITES;ENOG41102KI;
E5RGY7	
F8VZV7	KOG1721;COG5048;
H7C166	
H3BS65	KOG2169;ENOG410XQ2E;
H3BT30	KOG3088;ENOG410XSJN;
H3BUK5	
J3QL08	KOG2121;COG1234;
J3QS23	ENOG410IFXA;ENOG410Y16R;
J3KRX2	KOG2474;COG0428;
K7EIS0	KOG1374;COG5023;
K7ELU0	KOG1471;ENOG410XRSQ;
K7EML4	ENOG410INVM;ENOG410ZP68;
K7EN03	KOG0515;ENOG410Y17W;
C9J8V5	KOG2486;COG0218;
H7C3I6	ENOG410IHIU;ENOG4110VB2;
C9JHT2	KOG1840;COG0457;
E9PK07	
E9PMX2	
E9PP68	
E9PR53	ENOG410IF94;ENOG4111HME;
G3V579	KOG3756;ENOG4110W63;
X6R4W8	KOG2893;ENOG410ZJGQ;
A0A0J9YW51	
H0Y4Y8	KOG2579;ENOG410ZYS4;
A0A0A0MRN9	KOG0504;COG0666;
F5GWE3	KOG4232;ENOG410XVSZ;
F5GYA9	ENOG410IK9F;ENOG410YWI4;
A0A0J9YXA6	
E9PD37	
E9PQW1	KOG3573;ENOG410ZQIE;
X6R5E5	KOG4463;ENOG4111CBK;
E7EW06	KOG0241;KOG4568;COG5244;
C9JZV5	KOG4274;ENOG410YKAW;
H7C3T1	
H0Y468	ENOG410KD1S;ENOG410YY7B;
A0A140T9E6	
H0YCS7	KOG1435;ENOG410XP67;
A0A140T8Z1	
C9J1M7	KOG3891;ENOG410YJKW;
C9JEC8	KOG1344;COG0123;
H7BXM1	KOG4200;ENOG4111GRP;
E9PE37	KOG0098;COG1100;
E9PRQ5	
F5H062	KOG1256;COG1022;
F5H343	KOG1574;ENOG410XPWB;
E9PIY5	ENOG410IFXP;ENOG410XUP0;
E9PNZ9	KOG3709;ENOG410XQNV;
G3V4C1	KOG0118;COG0724;
H0Y974	KOG1721;COG5048;
H0YAB1	KOG1841;ENOG410XSEQ;
H0YJQ5	ENOG410IKU8;ENOG4111C4W;
H0YKZ1	
I3L3M7	KOG3425;ENOG4111Q2V;
V9GY06	KOG0752;ENOG410ZRF1;
F5H322	KOG1246;ENOG410XR9J;
H0YB29	KOG2534;COG1796;
H0YI64	KOG2431;ENOG410XP04;
A0A087WY38	ENOG410J7N5;ENOG4111ED1;
A0A087WU13	
A0A087WZ66	KOG3575;ENOG410XRZC;
F5H529	ENOG410II1Y;ENOG410Y0E2;
A0A0A0MT84	
H0Y6K7	KOG0941;COG5021;COG5184;
H0YG43	ENOG410IWEQ;ENOG410XVDW;
Q5T3E5	KOG1226;ENOG410XP60;
E5RGE5	KOG3183;ENOG4111JCH;
H7BZS0	ENOG410IZP7;ENOG41124G6;
H0YA77	
H0YEF0	ENOG410IQM7;ENOG410XRZT;
H0YLS2	KOG0157;COG2124;
I3L2B9	ENOG410IVC3;ENOG4111W26;
I3L411	KOG1721;COG5048;
Q4VXN7	KOG3527;ENOG410Y7NQ;
Q5LJB0	KOG2778;ENOG410XP0P;
H3BPJ9	
M0QY34	ENOG410IZ35;ENOG4111PU5;
M0R2I4	
A0A075B7B5	KOG3565;ENOG410XS44;
F8VUX1	
H3BMS3	KOG1453;KOG4229;COG5022;
H3BQ25	
H3BQV7	KOG1124;COG0457;
H3BU35	KOG4184;ENOG410Z7J9;
E5RHW4	KOG2962;ENOG410XQSH;
S4R3F9	
H3BUY5	ENOG410IHG3;ENOG4111GI6;
D6RJG4	
F8WE17	KOG2100;COG1506;
H3BQ14	
H3BRR1	KOG1803;COG1112;
H3BUF8	KOG3880;ENOG410XT4Z;
D6R976	ENOG410ISR9;ENOG410YYDD;
D6RC43	
F8WEH4	KOG3638;ENOG410XQA3;
F2Z2Q7	ENOG410IGMC;ENOG41129E6;
J3KR90	KOG3577;KOG3627;COG5640;
K7EL93	KOG1109;ENOG410XQHA;
K7EP52	
B7ZBF8	
Q5TI88	KOG4160;ENOG410Z88E;
A0A1B0GTC0	
E7EUF1	
A0A0C4DG81	KOG4297;ENOG410XPJ1;
D6RAQ9	KOG4320;ENOG4111KNB;
D6RE08	
D6REL4	KOG2498;ENOG410YR3Z;
F8WC60	ENOG410IFTK;ENOG411118E;
F8WDJ5	KOG4628;ENOG410Z5DF;
E5RHL2	KOG4257;ENOG410ZH9Y;
E9PL38	
E9PPV1	
H0YAG7	
H0YI34	ENOG410IR7C;ENOG410XSZA;
A0A0A0MRW5	ENOG410IT20;ENOG410XPA4;
C9JV02	KOG2655;COG5019;
F5H0D8	KOG0146;ENOG410XNTW;
U3KQN2	KOG3595;COG5245;
H0YDJ6	KOG1134;COG5594;
H0YMU2	KOG0773;ENOG410XPMQ;
A0A140T8W8	
A0A087WYI9	KOG0663;ENOG410XQ50;
E5RK39	KOG3322;ENOG410XT8N;
E5RGP2	
C9JN86	
H0Y3N9	KOG1633;ENOG410XQXU;
B0QYC1	ENOG410II5H;ENOG410YXT9;
Q5JU01	KOG0619;COG4886;
H0YCN2	ENOG410IFYI;ENOG410YTDT;
F5H883	
H0YFS2	KOG0471;COG0366;
A0A087WV94	
A0A087WVP1	KOG1219;ENOG410XPEI;
A0A087WYF9	ENOG410IXUR;ENOG4111EFG;
A0A087X0X5	ENOG410IMQS;COG2319;
E5RK31	KOG2759;COG5231;
A0A0A0MTD3	ENOG410IEEB;ENOG410XSJD;
F5GZV8	KOG2685;ENOG410XSCN;
F5H3R5	ENOG410INSS;COG5021;
F5H8E3	KOG4297;ENOG410XPJ1;
E5RFW4	KOG2736;ENOG410XPZD;
H0YE02	
H0YF46	
